"Sno","server_id","module_name","Generated_on","avg_percentage_activities_visited","total_comments_by_all_users","number_of_students"
114,"tg213","[u'Linear Equations']","01 December 2018",14.2857142857143,0,1
115,"tg213","[u'Post-CLIx Survey']","01 December 2018",2.5,0,4
116,"tg213","[u'Pre-CLIx Survey']","01 December 2018",25,0,8
117,"tg213","[u'Proportional Reasoning']","01 December 2018",4.29765886287625,0,10
118,"tg213","[u'Reflecting on Values']","01 December 2018",0.948509485094851,0,9
119,"tg213","[u'Sound']","01 December 2018",3.57142857142857,0,10
120,"tg213","[u'Understanding Motion']","13 December 2018",3.76811594202899,0,15
121,"tg223","[u'Ecosystem']","10 December 2018",1.92307692307692,0,1
122,"tg223","[u'English Beginner']","10 December 2018",3.33180147058823,0,2
123,"tg223","[u'English Elementary']","10 December 2018",1.19047619047619,1,1
124,"tg223","[u'Reflecting on Values']","10 December 2018",2.4390243902439,0,1
125,"tg23","[u'Ecosystem']","31 December 2018",13.4615384615385,0,1
126,"tg23","[u'Geometric Reasoning Part I']","31 December 2018",11.2541528239203,0,3
127,"tg23","[u'Geometric Reasoning Part II']","31 December 2018",5.88235294117647,0,1
128,"tg23","[u'Proportional Reasoning']","31 December 2018",4.34782608695652,0,1
129,"tg23","[u'Reflecting on Values']","31 December 2018",1.21951219512195,0,1
130,"tg231","[u'Atomic Structure']","27 December 2018",2.04081632653061,0,5
131,"tg231","[u'Basic Astronomy']","27 December 2018",15.959595959596,0,11
132,"tg231","[u'Ecosystem']","27 December 2018",12.5565610859729,0,17
133,"tg231","[u'English Beginner']","27 December 2018",18.9077404610493,7,37
134,"tg231","[u'English Elementary']","27 December 2018",11.2840862840863,0,36
135,"tg231","[u'Geometric Reasoning Part I']","27 December 2018",54.7948096508905,0,61
136,"tg231","[u'Geometric Reasoning Part II']","27 December 2018",36.8041469461348,0,29
137,"tg231","[u'Health and Disease']","27 December 2018",6.37254901960784,0,9
138,"tg231","[u'Linear Equations']","27 December 2018",11.4285714285714,0,5
139,"tg231","[u'Pre-CLIx Survey']","27 December 2018",0,0,3
140,"tg231","[u'Proportional Reasoning']","27 December 2018",7.90513833992095,0,11
141,"tg231","[u'Reflecting on Values']","27 December 2018",7.64227642276423,0,15
142,"tg231","[u'Sound']","27 December 2018",42.7248677248677,0,27
143,"tg231","[u'Understanding Motion']","27 December 2018",35.2285395763657,0,13
144,"tg234","[u'Atomic Structure']","20 December 2018",4.95626822157434,0,21
145,"tg234","[u'Basic Astronomy']","27 December 2018",17.0940170940171,0,26
146,"tg234","[u'Ecosystem']","20 December 2018",7.60869565217391,0,23
147,"tg234","[u'English Beginner']","28 December 2018",9.7984921816828,0,79
148,"tg234","[u'English Elementary']","28 December 2018",5.9997845291963,0,85
149,"tg234","[u'Geometric Reasoning Part I']","27 December 2018",24.3628381585192,0,35
150,"tg234","[u'Geometric Reasoning Part II']","27 December 2018",10.6792717086835,0,14
151,"tg234","[u'Health and Disease']","27 December 2018",3.14401622718053,0,29
152,"tg234","[u'Linear Equations']","27 December 2018",32.6811974789916,1,32
153,"tg234","[u'Post-CLIx Survey']","20 December 2018",14.5833333333333,0,12
154,"tg234","[u'Pre-CLIx Survey']","27 December 2018",7.69230769230769,0,13
155,"tg234","[u'Proportional Reasoning']","27 December 2018",21.3402094981042,0,42
156,"tg234","[u'Reflecting on Values']","20 December 2018",4.97560975609756,0,25
157,"tg234","[u'Sound']","20 December 2018",18.125,0,40
158,"tg234","[u'Understanding Motion']","29 December 2018",8.14354727398206,5,42
159,"tg238","[u'Atomic Structure']","19 December 2018",20.4081632653061,0,2
160,"tg238","[u'Ecosystem']","19 December 2018",1.92307692307692,0,1
161,"tg238","[u'English Beginner']","03 December 2018",0.260416666666667,0,3
162,"tg238","[u'English Elementary']","28 December 2018",2.20924908424908,0,4
163,"tg238","[u'Geometric Reasoning Part I']","28 December 2018",2.32558139534884,0,1
164,"tg238","[u'Health and Disease']","10 December 2018",7.35294117647059,0,2
165,"tg238","[u'Proportional Reasoning']","28 December 2018",4.34782608695652,0,1
166,"tg238","[u'Reflecting on Values']","20 December 2018",1.82926829268293,0,2
167,"tg238","[u'Understanding Motion']","03 December 2018",5.79710144927536,0,1
168,"tg259","[u'Atomic Structure']","27 December 2018",0,0,1
169,"tg259","[u'Basic Astronomy']","27 December 2018",21.9444444444444,0,8
170,"tg259","[u'Ecosystem']","27 December 2018",13.4615384615385,0,1
171,"tg259","[u'English Beginner']","27 December 2018",13.40625,7,25
172,"tg259","[u'English Elementary']","27 December 2018",12.202380952381,0,4
173,"tg259","[u'Health and Disease']","27 December 2018",1.47058823529412,0,1
174,"tg259","[u'Pre-CLIx Survey']","27 December 2018",20,0,5
175,"tg259","[u'Proportional Reasoning']","27 December 2018",17.0903010033445,0,5
176,"tg259","[u'Reflecting on Values']","27 December 2018",1.21951219512195,0,1
177,"tg259","[u'Sound']","27 December 2018",0,0,1
178,"tg259","[u'Understanding Motion']","27 December 2018",1.44927536231884,0,3
179,"tg272","[u'Atomic Structure']","21 December 2018",2.38095238095238,0,18
180,"tg272","[u'Basic Astronomy']","21 December 2018",6.51851851851852,0,15
181,"tg272","[u'Ecosystem']","21 December 2018",3.43406593406593,0,14
182,"tg272","[u'English Beginner']","21 December 2018",4.61926247771836,3,33
183,"tg272","[u'English Elementary']","21 December 2018",2.31829573934837,0,19
184,"tg272","[u'Geometric Reasoning Part I']","21 December 2018",19.7951273532669,3,60
185,"tg272","[u'Geometric Reasoning Part II']","27 December 2018",4.53885257806826,0,9
186,"tg272","[u'Health and Disease']","21 December 2018",2.14932126696833,0,13
187,"tg272","[u'Linear Equations']","21 December 2018",21.4285714285714,0,2
188,"tg272","[u'Pre-CLIx Survey']","21 December 2018",6.66666666666667,0,6
189,"tg272","[u'Proportional Reasoning']","22 December 2018",6.27850410459106,0,11
190,"tg272","[u'Reflecting on Values']","21 December 2018",0,0,2
191,"tg272","[u'Sound']","21 December 2018",3.57142857142857,0,10
192,"tg272","[u'Understanding Motion']","21 December 2018",4.34782608695652,0,17
193,"tg283","[u'Atomic Structure']","18 December 2018",7.55102040816327,0,10
194,"tg283","[u'Basic Astronomy']","18 December 2018",15.5621693121693,0,24
195,"tg283","[u'Ecosystem']","18 December 2018",9.23076923076923,0,10
196,"tg283","[u'English Beginner']","18 December 2018",7.51726827094474,7,33
197,"tg283","[u'English Elementary']","18 December 2018",1.94488051630909,0,21
198,"tg283","[u'Geometric Reasoning Part I']","18 December 2018",5.35714285714286,0,4
199,"tg283","[u'Geometric Reasoning Part II']","18 December 2018",5.88235294117647,0,2
200,"tg283","[u'Health and Disease']","18 December 2018",2.20588235294118,0,10
201,"tg283","[u'Linear Equations']","18 December 2018",13.5054021608643,0,7
202,"tg283","[u'Post-CLIx Survey']","18 December 2018",5,0,1
203,"tg283","[u'Pre-CLIx Survey']","18 December 2018",30.7142857142857,0,7
204,"tg283","[u'Proportional Reasoning']","18 December 2018",5.00572082379863,0,4
205,"tg283","[u'Reflecting on Values']","18 December 2018",3.04878048780488,0,2
206,"tg283","[u'Sound']","18 December 2018",0.892857142857143,0,4
207,"tg283","[u'Understanding Motion']","18 December 2018",19.3581780538302,0,14
208,"tg292","[u'English Beginner']","19 December 2018",2.94117647058823,0,1
209,"tg292","[u'Geometric Reasoning Part I']","19 December 2018",6.49350649350649,0,11
210,"tg292","[u'Proportional Reasoning']","19 December 2018",4.34782608695652,0,1
211,"tg299","[u'English Beginner']","20 December 2018",11.0294117647059,0,16
212,"tg299","[u'English Elementary']","20 December 2018",2.06043956043956,0,11
213,"tg299","[u'Geometric Reasoning Part I']","20 December 2018",7.14285714285714,0,1
214,"tg299","[u'Pre-CLIx Survey']","20 December 2018",66.6666666666667,0,15
215,"tg299","[u'Understanding Motion']","20 December 2018",0,0,2
216,"tg300","[u'Atomic Structure']","31 December 2018",50.6444683136412,0,38
217,"tg300","[u'Basic Astronomy']","31 December 2018",48.1349206349206,1,32
218,"tg300","[u'Ecosystem']","31 December 2018",43.5897435897436,0,33
219,"tg300","[u'English Beginner']","31 December 2018",33.1707202111614,10,39
220,"tg300","[u'English Elementary']","31 December 2018",26.56117920541,2,52
221,"tg300","[u'Geometric Reasoning Part I']","31 December 2018",75.8700672554898,11,82
222,"tg300","[u'Geometric Reasoning Part II']","31 December 2018",50.2277678748267,0,33
223,"tg300","[u'Health and Disease']","31 December 2018",35.4516806722689,0,28
224,"tg300","[u'Linear Equations']","31 December 2018",87.4553931161505,19,146
225,"tg300","[u'Post-CLIx Survey']","31 December 2018",21.6666666666667,0,6
226,"tg300","[u'Pre-CLIx Survey']","31 December 2018",33.9285714285714,0,14
227,"tg300","[u'Proportional Reasoning']","31 December 2018",50.77428964897,1,34
228,"tg300","[u'Reflecting on Values']","31 December 2018",10.0174216027875,0,14
229,"tg300","[u'Sound']","31 December 2018",55.7330827067669,0,38
230,"tg300","[u'Understanding Motion']","31 December 2018",43.1884057971015,0,35
231,"tg74","[u'Ecosystem']","10 December 2018",7.69230769230769,0,1
232,"tg74","[u'English Beginner']","10 December 2018",4.18682275541796,1,38
233,"tg74","[u'English Elementary']","10 December 2018",1.40224358974359,1,8
234,"tg74","[u'Geometric Reasoning Part I']","10 December 2018",11.9897959183673,0,7
235,"tg74","[u'Linear Equations']","10 December 2018",71.4285714285714,0,1
236,"tg74","[u'Pre-CLIx Survey']","10 December 2018",3.33333333333333,0,3
237,"tg74","[u'Proportional Reasoning']","10 December 2018",7.79848171152519,0,3
238,"tg74","[u'Reflecting on Values']","10 December 2018",1.21951219512195,0,1
