"Sno","server_id","module_name","Generated_on","avg_percentage_activities_visited","total_comments_by_all_users","number_of_students"
121,"ct4","[u'English Beginner']","30 November 2018",29.7623119015048,174,86
122,"ct4","[u'English Elementary']","30 November 2018",10.0999694749695,0,12
123,"ct4","[u'Geometric Reasoning Part I']","30 November 2018",7.14285714285714,0,2
124,"ct4","[u'Health and Disease']","28 November 2018",0,0,1
125,"ct4","[u'Post-CLIx Survey']","28 November 2018",0,0,1
126,"ct4","[u'Pre-CLIx Survey']","30 November 2018",2.5,0,4
127,"ct4","[u'Understanding Motion']","30 November 2018",14.975845410628,0,3
128,"ct6","[u'Atomic Structure']","30 November 2018",13.5568513119534,0,14
129,"ct6","[u'Basic Astronomy']","30 November 2018",15.8874458874459,0,11
130,"ct6","[u'Ecosystem']","30 November 2018",1.92307692307692,0,2
131,"ct6","[u'English Beginner']","30 November 2018",19.840568438914,0,26
132,"ct6","[u'English Elementary']","30 November 2018",11.9906135531136,0,16
133,"ct6","[u'Geometric Reasoning Part I']","30 November 2018",30.7773109243697,0,17
134,"ct6","[u'Geometric Reasoning Part II']","30 November 2018",5.88235294117647,0,2
135,"ct6","[u'Health and Disease']","30 November 2018",1.89075630252101,0,7
136,"ct6","[u'Pre-CLIx Survey']","30 November 2018",94.4736842105263,0,19
137,"ct6","[u'Proportional Reasoning']","30 November 2018",6.95652173913044,0,5
138,"ct6","[u'Sound']","30 November 2018",2.38095238095238,0,3
139,"ct6","[u'Understanding Motion']","30 November 2018",5.2536231884058,0,16
140,"ct7","[u'Atomic Structure']","15 November 2018",4.60491889063318,0,39
141,"ct9","[u'Basic Astronomy']","16 November 2018",17.7777777777778,0,7
142,"ct9","[u'English Beginner']","16 November 2018",0,0,2
143,"ct9","[u'English Elementary']","16 November 2018",0,0,5
144,"ct9","[u'Geometric Reasoning Part I']","16 November 2018",20.3956221876446,0,158
145,"ct9","[u'Geometric Reasoning Part II']","16 November 2018",3.72549019607843,0,30
146,"ct9","[u'Health and Disease']","16 November 2018",8.82352941176471,0,1
147,"ct9","[u'Post-CLIx Survey']","16 November 2018",5,0,1
148,"ct9","[u'Pre-CLIx Survey']","16 November 2018",90.9848484848485,0,66
149,"ct9","[u'Proportional Reasoning']","16 November 2018",4.89130434782609,0,8
150,"ct9","[u'Reflecting on Values']","16 November 2018",0,0,1
151,"ct9","[u'Sound']","16 November 2018",4.16666666666667,0,3
152,"ct9","[u'Understanding Motion']","16 November 2018",1.44927536231884,0,2
